username,resource,req,bloodgroup,contact,cities,tweet
hydcovid19,oxygen,AVAILABLE,NA,"['9374333386', '9347145678']",['Hyderabad'],"@akshay12324463 @SVC_official @RajeshPspk_ @AdmirePawanism @RRRMovie @TrendPSPK @MaheshFanTrends @MegaSuryaProd @SureshProdns 5 ICU Beds &amp; 10 Oxygen Beds available at Happy Children's Hospital, Chintal ( Hyderabad )

Patient's need to take their covid report and aadhar card before admitting.

Contact : 9374333386 &amp; 9347145678 ☎

Verified  at 10:30 AM, 3rd May"
vijayawadaworld,oxygen,AVAILABLE,NA,['9849481680'],['Hyderabad'],"AVAILABLE - #Oxygen Refilling in #Hyderabad #CovidHelpHyderabad

Contact - Srinivas, 9849481680

Opposite Indo American Cancer Hospital, Banjara Hills

VERIFIED at 9:06 pm, May 2nd https://t.co/R4vRMFNMjL"
srkhussain,oxygen,AVAILABLE,NA,['40 41424344'],['Hyderabad'],"⚠️
Aditya Hospitals 
5 Oxygen Beds
No Ventilators Available / Accepting patients spo2 above 90 only.
Bogulkunta, #Hyderabad
#Verified 1:38 Pm  by @Health9dotin
040 41424344 

AMPLIFY

For Covid Resources 
https://t.co/dIirq88LeB

#Covid19IndiaHelp #COVIDEmergency #CovidResources"
mhmdsajid,oxygen,UNKNOWN,NA,[],"['Hyderabad', 'Mumbai', 'Delhi', 'Chennai']","@mrsfunnybones 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝 by @COVResourcesIn 
Hyderabad, Chennai, Mumbai, Delhi, Banglore, kolkata
Oxygen Cylinders 
[They get continuous stock every hour]
Phone: 98440 36971 
Location: Hyderabad(Door to door delivery in every city)
Last Verified @ 03/05/21, 9:57 AM"
mhmdsajid,oxygen,UNKNOWN,NA,[],"['Hyderabad', 'Mumbai', 'Delhi', 'Chennai']","@Samriddhi0809 White heavy check mark 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
Hyderabad, Chennai, Mumbai, Delhi, Banglore, kolkata
Oxygen Cylinders 
[They get continuous stock every hour]
Phone: 98440 36971 
Location: Hyderabad(Door to door delivery in every city)
Last Verified @ 03/05/21, 9:57 AM
Via Covidresources"
balireddy_rebel,oxygen,AVAILABLE,NA,[],['Hyderabad'],"AVAILABLE - #Oxygen Refilling in #Hyderabad #CovidHelpHyderabad 

NOTE : Will be available tomorrow between 9 am - 5 pm 

VERIFIED - 7:20 pm, May 2nd https://t.co/FZ9RMXCx5K"
iChartsIndia,oxygen,AVAILABLE,NA,[],['Hyderabad'],"This is really very helpful for #Hyderabad 
#plasma 🩸 
#ambulance 🚑 
#beds 🏥 
#Oxygen ⛽️ 
#cremation and many more verified  services available here.

https://t.co/qYtzroqYP9"
Lokalwala3,ICU Bed,AVAILABLE,NA,['7816080892'],['Hyderabad'],"#ICU bed available at VCare hospital. 

Contact : 7816080892

Verified at 10:25 PM. 

#Hyderabad #Telangana  #SOSHyderabad"
thetrenddude,oxygen,AVAILABLE,NA,['7013160090'],['Hyderabad'],"2 Oxygen beds Available at LEAF MULTISPECIALITY HOSPITAL, BORBANDA, Hyderabad(Sp02&gt;85) Number-7013160090 Verified at 10:05 PM 

#Hyderabad #OxygenBeds
#hyderabadcovidhelp #CovidHelp #OxygenBeds #OxygenCylinders #HospitalBeds #COVIDEmergency #Covid19IndiaHelp"
RCDevotee319,oxygen,UNKNOWN,NA,[],['Hyderabad'],Any verified contact on oxygen cylinders in Hyderabad... Pls help. @HiHyderabad #Urgent.
awaarahun,oxygen,AVAILABLE,NA,['9849481680'],['Hyderabad'],"Oxygen cylinders and refilling available in Hyderabad
Contact: 9849481680
Currently  ; 22:44  refiling of cylinders is available; cylinders may be available from tomorrow May 3, 2021

Only Point of contact is verified

Pay at your own risk

DM @Rakesh1752
For more help"
swachhhyd,plasma,AVAILABLE,NA,[],['Hyderabad'],"Please contact below numbers to check the availability of donors
#BloodMatters #COVIDEmergency #verified 
@charan_tweetz @Purusho50189904 
#HyderabadSOS #COVIDhelp #Hyderabad 
@HiHyderabad #plasma #PlasmaDonor https://t.co/o5E3xOZiBZ"
CVDResourcesBot,oxygen,AVAILABLE,NA,['0402795699'],['Hyderabad'],"@shekarworld @Jakerachoudhury @Shekhawat_1002 @chotesarcar Saw this on one of the resources page in case it helps:
VRhospital, Bowenpally
04027956999

4 ICU bed and 10 oxygen bed Available in Hyderabad 

Verified on 2nd May 1:08pm"
laid_baack,plasma,AVAILABLE,NA,"['9959824224', '9676230586']",['Hyderabad'],"@NandamuriPrashh @BloodAid @BloodDonorsIn @hydblooddonors @RRRMovie Blood and plasma  available ... verified at 12:06
Contact: Deccan's Blood Centre, 9959824224, 9676230586
Location: Ameerpet, Hyderabad

This is working. Call them"
laid_baack,plasma,AVAILABLE,NA,['088862 2311'],['Hyderabad'],"location #Hyderabad 

Dr. Ronald Ross Blood Bank
088862 23113

blood available of all gp.
(plasma not available ,, but if you can arrange a donor they can process )

personally #verified

*screenshot attached as a proof* 👇👇 https://t.co/qgmx2GYqZe"
laid_baack,plasma,AVAILABLE,NA,"['9959824224', '9676230586']",['Hyderabad'],"@sathish_gowdakb #SOSHyderabad  #PlasmaRequirement 

Blood and plasma available 
verified Today, 12:06
Contact: Deccan's Blood Centre, 9959824224, 9676230586
Location: Ameerpet, Hyderabad
“Sharing as received. Please do verify this information on your own as the leads keep changing.”

#CoviBuddy"
laid_baack,plasma,AVAILABLE,NA,"['9959824224', '9676230586']",['Hyderabad'],"@Arifdabeer @MC_Karimnagar @GKamalakarTRS Blood and plasma available ... 
Contact: Deccan's Blood Centre, 9959824224, 9676230586
Location: Ameerpet, Hyderabad
Verified:30 April 5:20PM"
laid_baack,plasma,AVAILABLE,NA,['9542824398'],['Hyderabad'],"@ShakeebShuweb @HiHyderabad @sosiyc @CoreenaSuares2 #CoviBuddy #SOSHyderabad #Plasma 
Last #Verified at 9:30 pm on 01/05
Plasma available @ Hyderabad Blood Donors Society, Contact 9542824398
As found on various online resources. Please verify as things keep altering rapidly"
laid_baack,oxygen,AVAILABLE,NA,['918374325678'],['Hyderabad'],"In #HYDERABAD Vanasthalipuram, LEGEND HOSPITAL currently has 3 #OXYGEN #BEDS available for Covid patients. No ICU Beds available. +918374325678.

Verified 22.20 - May 02 by Shaaista

#ICLUVerifies"
CVDResourcesBot,oxygen,AVAILABLE,NA,['0402795699'],['Hyderabad'],"@SurendrakL @Paul_Oommen @CovidIndiaSeva @CovidHyderabad VRhospital, Bowenpally
04027956999

4 ICU bed and 10 oxygen bed Available in Hyderabad 

Verified on 2nd May 1:08pm"
Bloominthestar,oxygen,UNKNOWN,NA,[],['Hyderabad'],Hi looking for oxygen concentrator in Hyderabad . Pls share verified leads.
CVDResourcesBot,oxygen,AVAILABLE,NA,['8978709593'],['Hyderabad'],"🚨🚨🚨🚨🚨
27 #Beds and ICU facility available at Satyam Hospital. Charges 10k per day. Just got Covid permission. #
Verified. 
Pls amplify. 
Contact: 8978709593
#Oxygen beds available in #Hyderabad"
laid_baack,oxygen,AVAILABLE,NA,['918374325678'],['Hyderabad'],"In #HYDERABAD Vanasthalipuram, LEGEND HOSPITAL currently has 3 OXYGEN #BEDS available for Covid patients. No ICU Beds available. +918374325678.

Verified 22.20 - May 02 by Shaaista

#ICLUVerifies"
CVDResourcesBot,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Just now called &amp; verified Icu not available 

Oxygen - Nrml beds available in sathyam hospital 

verified at 12:32Pm 

#Hyderabad #CovidHelpHyderabad https://t.co/ISY5k8N5Rz"
kyakarumarjaun,oxygen,UNKNOWN,NA,['7396268881'],['Hyderabad'],"Isolated Beds 06 (upto 3 Lit oxygen) 
ICU1 Beds 5 (up to 5 Lit oxygen)
ICU2 Beds 3 (up to 5 Lit oxygen) 
Special Room 3 ( up to 5 Lit oxygen) 
Vacant as on 11:40pm 02-05-21 (#verified by someone else)

@ Safe Hospital, Attapur - 24/7 call on 7396268881

#HYDERABAD
#CovidResources"
CVDResourcesBot,oxygen,AVAILABLE,NA,['8519993543'],['Hyderabad'],"✅ VERIFIED: 2 Oxygen and ICU Beds available HYDERABAD. +91-8519993543 Only taking patients at oxygen level of 85 or above. Last verified: 4:00 pm on 2

RT TO AMPLIFY"
NSMalvatkar,other,UNKNOWN,NA,[],['Hyderabad'],"HYDERABAD VENTILATORS ANY VERIFIED CONTACTS PLEASE? 

VERY VERY URGENT ❗❗

RT &amp; AMPLIFY 
#Hyderabad"
Sanju_1478,plasma,NEED,NA,[],['Hyderabad'],"#plasma #telangana #Hyderabad @TelanganaHealth #verified #covidhelphyd #sos #plasma #Blood #PlasmaDonor #Urgent Please Help Urgent Plasma Donor required, tried everything and everywhere no response please 2 help #Covid19IndiaHelp #Corona #COVID19India @TelanganaCMO @BloodDonorsIn https://t.co/ZgprYlUT5a"
pluviophilex__,oxygen,UNKNOWN,NA,['91 7032260122'],['Hyderabad'],"10 LTR OXYGEN CYLINDER FOR FREE in Hyderabad

Contact : 
+91 75695 65475
+91 7032260122

They are not charging Just do one favour if you can refill the oxygen it would be good or else INR 700

Verified 6:28am 3 May"
abrqasid,ICU Bed,AVAILABLE,NA,['8686840521'],['Hyderabad'],"Beds in Hyderabad

Neo care hospital, dwarka nagar
8686840521

2 icu beds available 
no ventilator bed
Verified on: 3rd may 12:00am by someone else

#HyderabadSOS #HYDERABAD #CovidResources #BedsAvailability #CovidIndia"
ShanimaHashir,oxygen,AVAILABLE,NA,['7013160090'],['Hyderabad'],"@AnuNTR4 2 Oxygen beds Available at

LEAF MULTISPECIALITY HOSPITAL, BORBANDA, Hyderabad(Sp02&gt;85)
Number-7013160090
Verified at 10:05 PM
#Hyderabad #OxygenBeds"
vasuchoudhary,plasma,NEED,NA,[],['Hyderabad'],"#Hyderabad tweeple! Need AB negative blood plasma for a 39 year old patient in AIG hospital Gachibowli. 
Please share any verified leads you may have.
@krish_dd please check https://t.co/OBw8vDrpNl https://t.co/DDkfMAYFIZ meanwhile https://t.co/fMGVOprPp3"
CVDResourcesBot,oxygen,AVAILABLE,NA,[],['Hyderabad'],"AVAILABLE - #Hyderabad Oxygen cylinders.. #Telangana #Covid19IndiaHelp 

Naveen - 90003 34833
Saifuddin-  93983 09860

Verified at 5:40 PM."
